laser_score,source,target
1.1452085,"Translate this sentence from eng to fra: Sometimes in your most vulnerable moments some of you think, “We’ll wait for the grand intelligent beings from far away to come to save us.”","Parfois, dans vos moments les plus vulnérables, certains de vous pensent : « bien attendons que les grands êtres intelligents viennent de très loin nous sauver »."
1.1508937,"Translate this sentence from eng to fra: “One of the things that we talk about in Labs, is that 50% of the ideas should fail.","« L’une des choses dont nous discutons au sein de l’équipe d’innovation, c’est que 50 % des idées devraient échouer."
1.1420367,Translate this sentence from eng to fra: A true scientist would consider the reality of nuclear experimentation and come to the conclusion that it is unstable and unsustainable and must be discontinued.,Un vrai scientifique prendrait en compte la réalité de l'expérimentation nucléaire et en arriverait à la conclusion qu'elle est instable et non viable et devrait être stoppée.
1.1472743,"Translate this sentence from eng to fra: Additionally, it is not as strong as Gyo on any given part of the body, since it protects the whole body evenly.","En outre, il n'est pas aussi fort que le Gyo sur n'importe quelle partie du corps, car il protège l'ensemble du corps de manière uniforme."
1.1497598,Translate this sentence from eng to fra: “This should be quite a straightforward procedure as the two teams are part of the same family and because we can work with Red Bull Technology.”,"« Cela devrait être une procédure assez évidente parce que les deux équipes font partie de la même famille, et parce que nous pouvons travailler avec Red Bull Technology. »"
1.149574,"Translate this sentence from eng to fra: Changing the messaging to emphasize efficiency rather than price, getting rid of the word “free”","Changer le message pour mettre l'accent sur l'efficacité plutôt que sur le prix, en éliminant le mot «gratuit»"
1.1572366,"Translate this sentence from eng to fra: He built an extraordinary success in the private sector, and I know he’s going to make America safe again.","Il a construit un succès extraordinaire dans le secteur privé, et je sais qu'il va faire de l'Amérique à nouveau en sécurité."
1.1663088,"Translate this sentence from eng to fra: In love, the rat who is not engaged in a serious relationship can have an interesting year.","En amour, le rat qui n’est pas engagé dans une relation sérieuse peut avoir une année intéressante."
1.1470692,Translate this sentence from eng to fra: The Pope’s authority is on issues concerning faith and morals.”,"Le Pape parle ""en des questions de foi et morale""."
1.1410185,"Translate this sentence from eng to fra: It is therefore time to solicit the consent of your contacts because, ironically, after July 1st 2014, just making such a request could constitute a violation under the Act.","Il est donc temps de solliciter le consentement de vos interlocuteurs, car, ironiquement, après le 1er juillet 2014, le simple fait de leur en faire la demande pourrait constituer une infraction à la Loi."
1.1697459,Translate this sentence from eng to fra: But there was nothing typical about the way he used it at Pinehurst No. 2.,Mais il n'y avait rien de typique dans la façon dont il l'utilisait à Pinehurst n ° 2.
1.1414733,"Translate this sentence from eng to fra: In 2004, the first regular flights to the United States of America were launched.","Dans 2004, les premiers vols réguliers vers les États-Unis d'Amérique ont été découverts."
1.141958,Translate this sentence from eng to fra: - Improving public transport links from the Ardennes to Belgium and Luxembourg;,- Améliorer la connexion en transports publics depuis les Ardennes vers la Belgique et le Luxembourg ;
1.1551127,"Translate this sentence from eng to fra: Fortunately, replacing the starter is a job that most do-it-yourself mechanics can accomplish in a couple of hours.","Heureusement, en remplaçant le démarreur est un travail que la plupart des mécaniciens do-it-yourself peut accomplir en quelques heures."
1.1454496,Translate this sentence from eng to fra: -1 Not replacing the ball at the right place on the green.,-1 Ne pas replacer la balle au bon endroit sur le vert.
1.1605556,Translate this sentence from eng to fra: President Mutharika noted that the monument belonged to Africa as a continent.,Le président Mutharika a noté que le monument appartenait à l'Afrique en tant que continent.
1.1431108,"Translate this sentence from eng to fra: I can say that among my clients there are those who earn up to $ 10,000 per month.","Je peux dire que parmi mes clients, il y a ceux qui gagnent jusqu'à 10 000 $ par mois."
1.1441319,Translate this sentence from eng to fra: Today one would be lucky to get water at less than 120 feet.,Aujourd'hui on a de la chance si on obtient de l'eau à moins de 120 pieds.
1.1523495,"Translate this sentence from eng to fra: If you look at the work that we have been able to do up until now, we have done some very positive things.","Si vous regardez le travail que nous avons pu réaliser jusqu’à présent, nous avons effectué des choses très positives."
1.1691723,Translate this sentence from eng to fra: Toys that can be used over several stages are good investments. for example building blocks.,Les jouets qui peuvent être utilisés sur plusieurs étapes sont de bons investissements. par exemple des blocs de construction.
1.1398102,"Translate this sentence from eng to fra: 3.12 Objects should be self decribing (include type and size), within reasonable limits.","3,12 Objects devrait être auto décrivant (notamment le type et la taille), au sein Des limites raisonnables."
1.1497002,"Translate this sentence from eng to fra: Also, the safety of these taxis is a serious problem, as the “unofficial” taxi drivers tend to run rapidly and carelessly.","En outre, la sécurité de ces taxis est un problème sérieux, car les chauffeurs de taxi «non officiels» ont tendance à courir rapidement et négligemment."
1.1409401,Translate this sentence from eng to fra: Well-formatted code doesn’t earn you points with a customer that wants more functionality.,Le code bien formaté ne gagne pas de points avec un client qui veut plus de fonctionnalités.
1.1445515,Translate this sentence from eng to fra: It is for this reason that I am documenting as much as I can around me.,C'est la raison pour laquelle je suis documenter autant que je peux autour de moi.
1.1427661,Translate this sentence from eng to fra: 5 Belgian Labels to Check Out at the Brussels Independent Label Market,5 labels belges à explorer en attendant l’Independent Label Market à Bruxelles
1.1430795,Translate this sentence from eng to fra: My name is Blurryface and I care what you think,Mon nom est Blurryface et je me soucie de ce que vous pensez.
1.1588696,"Translate this sentence from eng to fra: 6.2.7. insisting that the United Nations ordinary budget should, as soon as possible, contribute to the funding of the mechanism and of the investigative team;",6.2.7. en plaidant pour que le budget ordinaire des Nations Unies contribue le plus rapidement possible au financement du Mécanisme et de l’Équipe d’enquêteurs;
1.152052,"Translate this sentence from eng to fra: Whatever employers might say publicly, they don’t really want to hire more people than they need.","Quoi que puissent dire publiquement les employeurs, ils ne veulent pas vraiment embaucher plus de gens que ceux dont ils ont besoin."
1.149155,Translate this sentence from eng to fra: One can substitute instantly for the other in his task with a similar passion and pleasure without losing his own identity.,L’un peut se substituer instantanément à l’autre dans sa tâche avec une passion et un plaisir similaires sans perdre son identité propre.
1.1483848,Translate this sentence from eng to fra: It encourages exchange of ideas and persuades them to read more for personal growth and pleasure.,Il encourage l`échange d`idées et les persuade de lire plus pour la croissance personnelle et le plaisir.
1.1731396,Translate this sentence from eng to fra: We all know this - but how can we convince those who have not yet set foot on the continent?,Nous le savons tous – mais comment convaincre ceux qui n’ont pas encore mis pied sur le continent ?
1.147249,"Translate this sentence from eng to fra: (b) disputes related to the Hong Kong Special Administrative Region, the Macao Special Administrative Region and the Taiwan region; and","(b) les litiges relatifs à la Région administrative spéciale de Hong Kong, la Région administrative spéciale de Macao et la région de Taiwan ; et"
1.1612532,"Translate this sentence from eng to fra: Today, efforts on the “supply chain” are on the agenda, on quantities related to demand.","Aujourd’hui, des efforts sur la « supply chain » sont à l’ordre du jour, sur les quantités liées à la demande."
1.1433651,Translate this sentence from eng to fra: It rejected the 794 million € cut put forward by the Council in programmes for growth and employment.,Ils ont rejeté la coupe de 794 millions € proposée par le Conseil dans les programmes pour la croissance et l'emploi.
1.1444556,"Translate this sentence from eng to fra: Empathy is the key, but it's also a trap","L'empathie est la clé, mais c'est aussi un piège"
1.1405033,Translate this sentence from eng to fra: Instead they aim to lure “passive” candidates who have shown no sign of wanting to move.,"Au lieu de cela, ils cherchent à attirer des candidats «passifs» qui n'ont montré aucun signe de vouloir se déplacer."
1.1433412,"Translate this sentence from eng to fra: In order to lower the costs, it is easy to rely on free versions of ICT tools.","Afin de réduire les coûts, il est facile d’avoir recours à des versions gratuites des outils des TIC."
1.151966,Translate this sentence from eng to fra: No matter how many times Rohani smiles doesn’t change the basic objective of the program.”,Le nombre de sourires de Rohani ne change rien à l’objectif de base du programme».
1.1398553,Translate this sentence from eng to fra: These lessons are to ready you for a new state of consciousness and you will literally be able to manifest your Angelic “wings.”,"Ces leçons vous prépareront pour un nouvel état de conscience et vous pourrez, littéralement manifester vos « ailes » Angéliques."
1.1506535,"Translate this sentence from eng to fra: She leaves a message saying, ""You will die in the hands of me and Hong-i"".",Elle laisse un message disant: «Tu vas mourir par mes mains et celle de Hong-i. »
1.1533058,"Translate this sentence from eng to fra: Ask anyone,” I said sourly.","Demandez à ceux qui ont joué”, dit-il amèrement."
1.1407547,Translate this sentence from eng to fra: MADAGASCAR AND ITS “SMALL FIVE” Madagascar is located a few hundred kilometers of the great African continent but has not followed the same trend in terms of wildlife.,MADAGASCAR ET SES « SMALL FIVE » Madagascar est située à quelques centaines de kilomètres du grand continent africain mais n’a pas connu la même évolution en terme de faune.
1.1518484,"Translate this sentence from eng to fra: If the criminality is more pronounced in the Maori community, it affects only a minority of its population.","Si la criminalité est plus marquée dans la communauté maorie, elle ne touche qu'une minorité de sa population."
1.1680858,"Translate this sentence from eng to fra: Nevertheless, if for some reason the United States refuses to conclude a treaty, Russia can easily implement the development of the latest weapons and send it to the troops within 3-5 years.","Néanmoins, si pour une raison quelconque les États-Unis refusent de conclure un traité, la Russie peut facilement réaliser le développement des dernières armes et les envoyer aux troupes dans les années 3-5."
1.1490823,Translate this sentence from eng to fra: The events of today are encouraging and continue to foreshadow the defeat of the dark cabal.,Les événements d'aujourd'hui sont encourageants et continuent à préfigurer la défaite de la sombre cabale.
1.1424776,"Translate this sentence from eng to fra: However, first OECD estimates show that temporary migrants contribute significantly to employment in many OECD countries.","Cependant, les premières estimations de l’OCDE montrent que les migrants temporaires apportent une contribution significative à l’emploi dans de nombreux pays de l'OCDE."
1.1591483,"Translate this sentence from eng to fra: You are only going to work on that car for 8 hours, and don’t do any other jobs",Vous allez seulement travailler sur cette voiture pendant 8 heures et ne pas faire d’autres tâches
1.1492506,Translate this sentence from eng to fra: You may already be familiar with this if you have ever used IRC or yahoo messenger in the past as it allows you to send short text messages.,Vous pouvez déjà être familier avec ce si vous avez déjà utilisé l'IRC ou Yahoo Messenger dans le passé car il vous permet d'envoyer des messages texte courts.
1.1629711,"Translate this sentence from eng to fra: The exporter/applicant must complete the FSIS Form 9010-1, ""Application for the Return of Exported Products to the United States"".","L'exportateur ou le demandeur doit remplir le formulaire de demande du FSIS 9010-1, « Application for the Return of Exported Products to the United States »."
1.1443913,Translate this sentence from eng to fra: And then he could come in this city and be safe from his enemy.,"Et alors, il pouvait entrer dans cette ville et se retrouver en sûreté contre son ennemi."
1.1489276,Translate this sentence from eng to fra: They draw up documents which capture a ‘mini legal system’ reflecting the entire legal process for a wide range of project participants.,Ils élaborent des documents qui capture un «système juridique mini» qui reflète le processus juridique entier pour un large éventail de participants au projet.
1.1531559,"Translate this sentence from eng to fra: In the future, it will be connected to the city by two subway lines, but the lines will normally come into operation at the end of 2020.","À l’avenir, il sera relié à la ville par deux lignes de métro, mais les lignes rentreront normalement en fonctionnement à la fin de 2020."
1.1572517,"Translate this sentence from eng to fra: You can point out the use of sarcasm in a sitcom, or explain why somebody cries in a drama.","Vous pouvez prciser l'utilisation du sarcasme dans des sitcom, ou expliquer pourquoi quelqu'un pleure dans un drame."
1.1468511,"Translate this sentence from eng to fra: Also the center of the hand, it represents personal identity and those things that are most important to us.","De plus, le centre de la main, il représente l’identité personnelle et les choses qui sont plus importantes pour nous."
1.1447053,Translate this sentence from eng to fra: Technology is omnipresent in today’s society; over 95 per cent of jobs now have a digital component.,La technologie est omniprésente dans la société actuelle; plus de 95% des emplois ont aujourd’hui une composante technologique.
1.1402451,Translate this sentence from eng to fra: Christians Looking into Islam: Ten Ways to Respond,Les chrétiens examinent l'islam : dix façons de réagir
1.1499281,Translate this sentence from eng to fra: Don’t overreact to some minor things that he did just because you think that he is lying.,Ne réagissez pas de façon excessive à certaines choses mineures qu’il a faites juste parce que vous pensez qu’il ment.
1.1608405,Translate this sentence from eng to fra: You’ll be regularly updated on the progress of your X41.,Vous serez régulièrement informé des avancées de votre X41.
1.1418769,"Translate this sentence from eng to fra: When the babies are one year old, most they have already stopped the baby bottle, but if not, it must contain only water.","Lorsque les bébés ont un an, ils ont déjà arrêté pour la plupart le biberon, mais si ce n'est pas le cas, il ne doit contenir que de l'eau."
1.1454878,"Translate this sentence from eng to fra: iPoker is the industry's largest poker network, and is certified in all of the regulated markets in which it operates.",iPoker est le plus vaste réseau de poker de l'industrie et est certifié dans l'ensemble des marchés réglementés où il opère.
1.1441368,Translate this sentence from eng to fra: They only vote and put them in power.,Elles ne font que voter et les mettre au pouvoir.
1.1657909,Translate this sentence from eng to fra: But Beijing will only let her go when the time is right.,Mais Pékin ne la laissera partir que lorsque le moment sera propice.
1.1537771,Translate this sentence from eng to fra: In collaboration with CIAL and CA’ FOSCARI SOSTENIBILE,En collaboration avec CIAL et CA’ FOSCARI SOSTENIBILE
1.1429439,Translate this sentence from eng to fra: Life is a beautiful song that God is teaching us to play.,- La vie est une chanson merveilleuse que Dieu nous enseigner à jouer.
1.1418837,Translate this sentence from eng to fra: Muslims also believe in the concept of a last judgment found in all other Abrahamic religions.,"Les musulmans croient également à l’idée d’un jugement dernier, présente dans les autres religions abrahamiques."
1.1499802,"Translate this sentence from eng to fra: Reports of aggravated assaults in California also have increased, but part of that increase is probably due to underreporting from 2005 to 2012 by the Los Angeles Police Department.","Les signalements d'agressions graves en Californie ont également augmenté, mais une partie de cette augmentation est probablement due à une sous-déclaration de 2005 à 2012 par le département de police de Los Angeles."
1.142329,Translate this sentence from eng to fra: The Secret is a field guide to them all.,Le Secret est un guide de terrain à eux tous.
1.1417342,Translate this sentence from eng to fra: 1b1) considered by Hebrews as solid and supporting ‘waters’ above,1b1) considérée par les Hébreux comme solide et retenant les eaux du dessus
1.1513332,Translate this sentence from eng to fra: Liverpool’s team is not based on the highest quality when it comes to their players.,L’équipe de Liverpool n’est pas basée sur la plus haute qualité lorsqu’il s’agit de ses joueurs.
1.1408653,Translate this sentence from eng to fra: What is actually happening now on your world is that you are being shown what you have created and what you have allowed.,"Ce qui se passe actuellement sur votre monde, c’est qu’on vous montre ce que vous avez créé et ce que vous avez permis."
1.1546621,Translate this sentence from eng to fra: Thus you shall purge the evil from Israel.,"Tu ôteras ainsi le mal du milieu d'Israël."""
1.1566744,Translate this sentence from eng to fra: This has opened up a whole new line of inquiry for us as scientists as we try to understand the settlement of the Americas.,Cela a ouvert une toute nouvelle ligne d'enquête pour nous en tant que scientifiques que nous essayons de comprendre le règlement des Amériques.
1.144466,"Translate this sentence from eng to fra: In 2011, IMPACT Bahrain, a marketing and advertising company endorsed the Earth Charter and supported it by creating a temporary Earth Charter website in Arabic.","En 2011, IMPACT Bahreïn, une entreprise de marketing et de publicité, a approuvé la Charte de la Terre et lui a apporté son soutien en créant un site internet temporaire de la Charte de la Terre en arabe."
1.145349,"Translate this sentence from eng to fra: Say, ""It's time to brush your teeth.""",C’est l’heure de brosser tes dents.”
1.1622438,Translate this sentence from eng to fra: “Everybody told the exact same lies because that is what Ms. Elbaz trained them to do.”,« Tout le monde disait exactement les mêmes mensonges parce que c’est ce que madame Elbaz avait formé ses employés à faire ».
