laser_score,source_sentence_lid,target_sentence_lid,source_sentence_source,source_sentence_url,target_sentence_source,target_sentence_url,source,target
1.065952,0.99992,1.00001,crawl-data/CC-MAIN-2021-17/segments/1618038860318.63/wet/CC-MAIN-20210418194009-20210418224009-00484.warc.wet.gz,https://bible-tools.org/index.php?page=chapview&bible=8&book=43&chapter=12,crawl-data/CC-MAIN-2020-10/segments/1581875146186.62/wet/CC-MAIN-20200226023658-20200226053658-00035.warc.wet.gz,https://www.stepbible.org/?q=version=FreCrl%7Creference=Joh.12,Translate this sentence from eng to hat: 43 for they loved the glory [that is] of men more than the glory [that is] of God.,43Yo te pito lwanj ki soti nan men lèzòm pase lwanj ki soti nan men Bondye.
1.056503,0.99963,0.99984,crawl-data/CC-MAIN-2020-16/segments/1585371611051.77/wet/CC-MAIN-20200405213008-20200406003508-00198.warc.wet.gz,https://naijaavenue.com/what-to-know-about-coronavirus/,crawl-data/CC-MAIN-2021-25/segments/1623487630081.36/wet/CC-MAIN-20210625085140-20210625115140-00100.warc.wet.gz,https://tessidagratis.ht/covid19/,"Translate this sentence from eng to hat: This may vary under different conditions (for instance, type of surface, temperature or humidity of the environment).","Tan an ka varye selon kondisyon yo (pa egzanp, ki kalite sifas, tanperati a, oswa imidite anviwònman an)."
1.060776,0.99832,1.00001,crawl-data/CC-MAIN-2020-45/segments/1603107888402.81/wet/CC-MAIN-20201025070924-20201025100924-00204.warc.wet.gz,https://forum.cyberhorse.com.au/forums/archive/index.php/f-4-p-329.html?s=fa5da71165a7a0ddcb16d640a6b8dd72,crawl-data/CC-MAIN-2021-10/segments/1614178369553.75/wet/CC-MAIN-20210304235759-20210305025759-00519.warc.wet.gz,https://ht.info-4all.ru/dosug-mwen-razvlecheniya/Jw%C3%A8t-pa-konpit%C3%A8/,Translate this sentence from eng to hat: Who remembers the Misty of Chincoteague story?,Ki moun ki sonje ki jan yo jwe tanchiki nan jwèt sou papye?
1.0602567,0.99035,0.94968,crawl-data/CC-MAIN-2020-45/segments/1603107874340.10/wet/CC-MAIN-20201020221156-20201021011156-00050.warc.wet.gz,https://www.cambly.com/en/browsetutors/5967cc80dcd75a00238473ad?lang=th,crawl-data/CC-MAIN-2021-25/segments/1623487622113.11/wet/CC-MAIN-20210625054501-20210625084501-00139.warc.wet.gz,https://blogeblage.wordpress.com/2014/05/22/kite-m-viv-alez/,Translate this sentence from eng to hat: Science- How things work.,Progrè...ala bagay pran travay.
1.0611595,0.97497,0.99862,crawl-data/CC-MAIN-2018-05/segments/1516084886639.11/wet/CC-MAIN-20180116184540-20180116204540-00622.warc.wet.gz,https://wordpresscom-windows-10.softonic.jp/,paracrawl9_philipp,_,Translate this sentence from eng to hat: What do you think about Wordpress.com?,"Tann, ki sa ki sou WordPress.com?"
1.0597669,1.00001,1.00001,crawl-data/CC-MAIN-2019-04/segments/1547583684033.26/wet/CC-MAIN-20190119221320-20190120003320-00162.warc.wet.gz,https://amirselcuk.tr.gg/Wahhabism.htm,crawl-data/CC-MAIN-2019-35/segments/1566027313987.32/wet/CC-MAIN-20190818165510-20190818191510-00269.warc.wet.gz,https://lifespeaker.ru/ht/samye-malenkie-zhivotnye-v-mire.html,Translate this sentence from eng to hat: They took whatever they found inside the dome and its surroundings.,Yo manje tout bagay yo te kapab trape nan pati anba a nan rezèvwa yo ak sou sifas la nan tè a.
1.0663534,0.99993,1.00001,crawl-data/CC-MAIN-2018-47/segments/1542039746227.72/wet/CC-MAIN-20181120035814-20181120061814-00544.warc.wet.gz,http://awedate.com/hook-up-site-terrassa/,crawl-data/CC-MAIN-2019-51/segments/1575540525598.55/wet/CC-MAIN-20191209225803-20191210013803-00469.warc.wet.gz,https://www.tempodium.nl/pi-bon-seks-gratis-sit-entenet-nan-holland-ewop/,"Translate this sentence from eng to hat: The transfer allows users to their sexual preferences are, it is easy to search and be found by discovering the right people on AFF, the loops in the dating site, the Friend Finder network, i.e. you have millions of possible connections.","Pèmèt divinò yo emisyon preferans seksyèl yo, li fasil pou fè rechèch pou yo epi yo jwenn pa moun yo dwa sou AFF, ki pasan nan sit date tout atravè rezo a Zanmi Finder - sa vle di ou te gen dè milyon de hookups yo dekouvri."
1.090196,1.0,0.99948,crawl-data/CC-MAIN-2021-43/segments/1634323588526.57/wet/CC-MAIN-20211028193601-20211028223601-00196.warc.wet.gz,http://nurshable.com/2013/10/,paracrawl9_philipp,_,Translate this sentence from eng to hat: They will climb up the towels.,Sa va fč yo leve tčt yo.
1.0587648,0.96918,0.87668,crawl-data/CC-MAIN-2020-29/segments/1593655890092.28/wet/CC-MAIN-20200706011013-20200706041013-00126.warc.wet.gz,https://agb.org/trusteeship-article/the-redeployment-challenge/,paracrawl9_hieu,_,Translate this sentence from eng to hat: The Redeployment Challenge - AGB,Repanbitip - Agob
1.068419,1.0,1.00001,crawl-data/CC-MAIN-2018-43/segments/1539583513844.48/wet/CC-MAIN-20181021094247-20181021115747-00358.warc.wet.gz,https://cb.a-bank.com.ua/p24/login?lang=en,crawl-data/CC-MAIN-2018-39/segments/1537267156252.31/wet/CC-MAIN-20180919141825-20180919161825-00033.warc.wet.gz,https://www.brainscape.com/flashcards/tutor-lesson-28-1894659/packs/928598,Translate this sentence from eng to hat: Did not receive a call?,Èske se pat yon apèl?
1.0667543,0.99948,0.97659,crawl-data/CC-MAIN-2017-13/segments/1490218190134.67/wet/CC-MAIN-20170322212950-00148-ip-10-233-31-227.ec2.internal.warc.wet.gz,http://vip-brands.com/description.php?progid=buy-cheap-Native_Instruments_Absynth_4.0.4.001_VSTi_RTAS_AU_MAC_OSX_UB-soft,crawl-data/CC-MAIN-2020-34/segments/1596439735792.85/wet/CC-MAIN-20200803083123-20200803113123-00102.warc.wet.gz,https://lewebpedagogique.com/languevivantereunionnaise/2011/11/07/egzanp-sekans-nivo-segonn-exemple-de-sequence-niveau-seconde/,Translate this sentence from eng to hat: simplifies the use of ABSYNTH 4.,Kestion pou konprann 3. travay si le sinbol Mafat 4.
1.0715504,1.00001,1.0,crawl-data/CC-MAIN-2021-10/segments/1614178370752.61/wet/CC-MAIN-20210305091526-20210305121526-00023.warc.wet.gz,https://www.nolobank.com/blog/business/how-to-register-a-company-in-india,paracrawl9_philipp,_,Translate this sentence from eng to hat: Only after three years you can change the name of your company.,Lan yon 3 MWA ankň ou kapab wč lis lan CHANJE.
1.0836669,1.00001,1.00001,crawl-data/CC-MAIN-2021-49/segments/1637964363520.30/wet/CC-MAIN-20211208175210-20211208205210-00586.warc.wet.gz,https://kronerandgamble.com/real-money-casino-games/,crawl-data/CC-MAIN-2020-16/segments/1585371609067.62/wet/CC-MAIN-20200405181743-20200405212243-00205.warc.wet.gz,https://compro.miu.edu/ht/sample-test/,Translate this sentence from eng to hat: You can use any number of rows.,Ou gen dwa sèvi ak nenpòt ki kantite ranje.
1.0572747,0.99968,1.00001,crawl-data/CC-MAIN-2017-13/segments/1490218203536.73/wet/CC-MAIN-20170322213003-00529-ip-10-233-31-227.ec2.internal.warc.wet.gz,https://www.scribd.com/document/44656769/The-Stock-Investers-Pocket-Calculator-Www-dl4all,crawl-data/CC-MAIN-2018-26/segments/1529267864958.91/wet/CC-MAIN-20180623113131-20180623133131-00424.warc.wet.gz,https://kreyol.aclufl.org/lapres/,Translate this sentence from eng to hat: Tracking indicators by moment in time is unreliable.,Afè de verifikasyon pa INS nan 30 jou-a se pa yon bagay ki reyalis.
1.0598538,1.0,1.0,crawl-data/CC-MAIN-2021-43/segments/1634323588053.38/wet/CC-MAIN-20211027022823-20211027052823-00695.warc.wet.gz,http://www.thinkjudd.com/,crawl-data/CC-MAIN-2018-39/segments/1537267157028.10/wet/CC-MAIN-20180921092215-20180921112615-00013.warc.wet.gz,http://www.ht.ljpcb.com/news/resin-film-and-materials-developed-for-stretch-8599810.html,"Translate this sentence from eng to hat: For an example, it would enable the construction of soft and stretchable electronic devices that are adaptable to various forms such as clothing and the body.","Pa ekzanp, li te di pou pèmèt konstriksyon dous ak stretchable elektwonik aparèy ki adaptab sou yon varyete fòmilè."
1.0628221,0.99714,0.65064,crawl-data/CC-MAIN-2020-05/segments/1579250613416.54/wet/CC-MAIN-20200123191130-20200123220130-00500.warc.wet.gz,http://www.jpfolks.com/forum/ubbthreads.php/topics/1137614/re-sad-blue-eyes.html,crawl-data/CC-MAIN-2021-43/segments/1634323585348.66/wet/CC-MAIN-20211020183354-20211020213354-00439.warc.wet.gz,https://mudanzasweb.es/mudanzas-las-ventas-de-retamosa-guia-100-practica/,"Translate this sentence from eng to hat: When love comes back to visit,",mudanzas Las Ventas de Retamosa
1.0702204,0.99973,1.00001,crawl-data/CC-MAIN-2021-43/segments/1634323585121.30/wet/CC-MAIN-20211017052025-20211017082025-00407.warc.wet.gz,https://amberenkirstingaantrouwen.nl/worldwide-dating-site-free.html,crawl-data/CC-MAIN-2020-34/segments/1596439738950.61/wet/CC-MAIN-20200813014639-20200813044639-00006.warc.wet.gz,https://ht.videochat.world/author/goodsite,Translate this sentence from eng to hat: Free and real dating sites - How to get a good man.,Evalyasyon nan fason ki pi bon ak kote nan konnesans: kote pou rankontre yon nonm ki bon.
1.0590736,0.99998,0.97545,crawl-data/CC-MAIN-2017-34/segments/1502886102891.30/wet/CC-MAIN-20170817032523-20170817052523-00631.warc.wet.gz,http://www.hollywood-elsewhere.com/2014/11/another-cosby-victim-comes/,crawl-data/CC-MAIN-2019-04/segments/1547583807724.75/wet/CC-MAIN-20190121193154-20190121215154-00186.warc.wet.gz,http://nationalassembly.sc/index.php/2018/10/03/verbatim-tuesday-18th-september-2018/,Translate this sentence from eng to hat: Bill Cosby deserves to be chemically castrated if not given the gas.,Letan zot ganny sanksyon si nou donn zot sanksyon.
1.0653998,0.99987,1.0,crawl-data/CC-MAIN-2019-13/segments/1552912202728.21/wet/CC-MAIN-20190323060839-20190323082839-00182.warc.wet.gz,http://orchidbo.com/info-details-junior-high-school-son-suddenly-became-a-little-hedgehog/,crawl-data/CC-MAIN-2021-39/segments/1631780057274.97/wet/CC-MAIN-20210921221605-20210922011605-00513.warc.wet.gz,http://ht.cnhailun.com/news/chemical-properties-and-application-of-p-hydroxybenzaldehyde/,"Translate this sentence from eng to hat: Therefore, performance is relatively stable.","Se konsa, pèfòmans li yo se relativman ki estab."
1.0686682,1.00001,1.00001,crawl-data/CC-MAIN-2021-43/segments/1634323587711.69/wet/CC-MAIN-20211025123123-20211025153123-00508.warc.wet.gz,https://profiles.wordpress.org/sophietaylor2240/,crawl-data/CC-MAIN-2021-25/segments/1623488556133.92/wet/CC-MAIN-20210624141035-20210624171035-00040.warc.wet.gz,https://ht.martech.zone/amazon-associates/,Translate this sentence from eng to hat: It is one of the best plugins I have ever seen.,Sa se youn nan pi bèl plugins mwen te janm wè.
1.0684164,1.00001,0.71732,crawl-data/CC-MAIN-2019-04/segments/1547583657470.23/wet/CC-MAIN-20190116113941-20190116135941-00030.warc.wet.gz,http://phaedracalliope.blogspot.com/2014/06/beast.html,crawl-data/CC-MAIN-2018-26/segments/1529267864822.44/wet/CC-MAIN-20180622220911-20180623000911-00353.warc.wet.gz,http://rechazadamarginada.blogspot.com/2013/06/lagrimas_29.html,"Translate this sentence from eng to hat: I will be swallowed whole,","Y yo me hundi,"
1.0797865,0.99992,1.0,crawl-data/CC-MAIN-2019-04/segments/1547583897417.81/wet/CC-MAIN-20190123044447-20190123070447-00263.warc.wet.gz,http://www.airsoft-squared.com/post/10166/free-smoke-packs-e-amp-l-airsoft-guns-30-off-and-more-,crawl-data/CC-MAIN-2017-34/segments/1502886103579.21/wet/CC-MAIN-20170817151157-20170817171157-00093.warc.wet.gz,http://opamusic.com/2016/02/03/trouble-boy-open-hats-t-shirt-line/,Translate this sentence from eng to hat: These will be available for purchase next week.,Yo ta dwe disponib pou achte pa semèn pwochèn.
1.0965363,0.98938,0.99995,crawl-data/CC-MAIN-2021-04/segments/1610703548716.53/wet/CC-MAIN-20210124111006-20210124141006-00673.warc.wet.gz,https://raillynews.com/haber/coronavirus/,crawl-data/CC-MAIN-2020-24/segments/1590347401260.16/wet/CC-MAIN-20200529023731-20200529053731-00309.warc.wet.gz,https://ht.rayhaber.com/2020/05/05/,Translate this sentence from eng to hat: Izmir Metropolitan Municipality's maskematics application made it easy for citizens to access medical masks free of charge.,Aplikasyon an maskematik nan minisipalite a Izmir Metwopoliten fasilite aksè a gratis nan sitwayen yo nan mask medikal la.
1.0651393,0.99999,0.99989,paracrawl20211101,_,paracrawl9_wide00006,_,Translate this sentence from eng to hat: If it's only in the far harbour,"Hugo, Sèlman nan gwo fò won an"
1.0579202,1.0,1.00001,crawl-data/CC-MAIN-2021-31/segments/1627046151563.91/wet/CC-MAIN-20210725014052-20210725044052-00106.warc.wet.gz,https://www.marinefarm.co.uk/terms-and-conditions,crawl-data/CC-MAIN-2020-34/segments/1596439738960.69/wet/CC-MAIN-20200813043927-20200813073927-00101.warc.wet.gz,https://ht.bombaysunset.com/collections/necklaces/products/make-your-own-gemstone-choker-necklace,Translate this sentence from eng to hat: Products are to be returned in perfect condition to us.,Tanpri note ke atik la dwe retounen nan nou nan yon kondisyon ki pafè.
1.1037674,0.99964,1.00001,crawl-data/CC-MAIN-2021-39/segments/1631780053493.41/wet/CC-MAIN-20210916094919-20210916124919-00084.warc.wet.gz,http://www.pilotspost.com/arn0002538,crawl-data/CC-MAIN-2021-43/segments/1634323585460.87/wet/CC-MAIN-20211022052742-20211022082742-00377.warc.wet.gz,https://ht.eturbonews.com/3001541/vaksinasyon-Covid-19-kounye-a-obligatwa-pou-tout-anplwaye-l%C3%A8-Kanada/,"Translate this sentence from eng to hat: Under the mandatory vaccination policy, testing will not be offered as an alternative.","Dapre règleman vaksinasyon obligatwa, tès yo pa pral ofri kòm yon altènativ."
1.058434,0.98394,0.6642,crawl-data/CC-MAIN-2021-39/segments/1631780056572.96/wet/CC-MAIN-20210918184640-20210918214640-00283.warc.wet.gz,https://www.joebaugher.com/usaf_serials/Captured_Axis_Aircraft.html,paracrawl9_wide00016,_,Translate this sentence from eng to hat: it was Charles Lindbergh.,Ki te Charles Lindberg?
1.0589844,0.99973,1.00001,crawl-data/CC-MAIN-2018-34/segments/1534221211185.57/wet/CC-MAIN-20180816211126-20180816231126-00481.warc.wet.gz,http://www.manufacturer.com/black-garlic-extract-products-p7039265,crawl-data/CC-MAIN-2020-05/segments/1579250609478.50/wet/CC-MAIN-20200123071220-20200123100220-00316.warc.wet.gz,http://m.ht.fzbiotech.com/garlic-oil-garlic-essential-oil,Translate this sentence from eng to hat: 8.Helps increase the body's ability to handle the digestion of meat and fats.,Èd ogmante kapasite kò a nan okipe dijesyon nan vyann ak grès.
1.0763986,1.0,0.99669,crawl-data/CC-MAIN-2021-04/segments/1610703530835.37/wet/CC-MAIN-20210122144404-20210122174404-00100.warc.wet.gz,http://alienexpanse.com/index.php?threads/i-want-to-argue-politics.526/,crawl-data/CC-MAIN-2021-25/segments/1623488552937.93/wet/CC-MAIN-20210624075940-20210624105940-00202.warc.wet.gz,https://ht.martech.zone/wordze-keyword-research-tool/,Translate this sentence from eng to hat: This is a parody post.,sa a is yon Post patwone.
1.0631175,1.00001,1.00001,crawl-data/CC-MAIN-2017-34/segments/1502886104634.14/wet/CC-MAIN-20170818102246-20170818122246-00368.warc.wet.gz,http://redheadedpatti.com/2015/08/26/9-fun-facts-about-the-human-skeleton/,paracrawl9_wide00016,_,Translate this sentence from eng to hat: Babies are born with around 300 bones.,Ti bebe yo ki fèt ak apepwè 300 tout zo nan kò.
1.0854709,1.0,1.00001,crawl-data/CC-MAIN-2019-47/segments/1573496664469.42/wet/CC-MAIN-20191112001515-20191112025515-00166.warc.wet.gz,http://www.hedabovewater.com/2011/01/push-to-50.html?showComment=1294166523761,paracrawl9_philipp,_,Translate this sentence from eng to hat: I hope you get to 50.,"Sčlman, mwen swete nou pa rive lan 50."
1.060318,1.00001,1.00001,crawl-data/CC-MAIN-2018-22/segments/1526794864466.23/wet/CC-MAIN-20180521181133-20180521201133-00100.warc.wet.gz,https://readwriterespond.com/2017/09/my-way-or-the-highway/,crawl-data/CC-MAIN-2021-25/segments/1623487626465.55/wet/CC-MAIN-20210617011001-20210617041001-00222.warc.wet.gz,https://iocp.potomitan.info/ayiti/itilizasyon.htm,Translate this sentence from eng to hat: Sadly that is not the case in every school.,"Kòm mwen t ap di w, sa pa pase konsa vre nan tout lekòl."
1.0615249,0.99898,0.67805,crawl-data/CC-MAIN-2021-21/segments/1620243991921.61/wet/CC-MAIN-20210516232554-20210517022554-00317.warc.wet.gz,https://www.tcup.pl/forum/showthread.php?tid=3114&pid=6862,crawl-data/CC-MAIN-2019-39/segments/1568514573052.26/wet/CC-MAIN-20190917040727-20190917062727-00150.warc.wet.gz,https://ht.termotools.com/internet-explorer/,Translate this sentence from eng to hat: Step by step.,Etap pa etap.
1.0722822,0.98483,0.98791,crawl-data/CC-MAIN-2017-17/segments/1492917120878.96/wet/CC-MAIN-20170423031200-00153-ip-10-145-167-34.ec2.internal.warc.wet.gz,https://www.scribd.com/document/16182021/Abrahamic-Religions,crawl-data/CC-MAIN-2021-49/segments/1637964363125.46/wet/CC-MAIN-20211204215252-20211205005252-00497.warc.wet.gz,https://ht.everaoh.com/category/style-leson/,Translate this sentence from eng to hat: The Dress Code for Muslims,Rad pou Mizilman
1.1025333,0.98338,0.94171,crawl-data/CC-MAIN-2019-51/segments/1575540487789.39/wet/CC-MAIN-20191206095914-20191206123914-00557.warc.wet.gz,https://de.scribd.com/document/35316264/185290-Urban-History-5-Chapters,crawl-data/CC-MAIN-2021-49/segments/1637964359065.88/wet/CC-MAIN-20211130171559-20211130201559-00264.warc.wet.gz,https://ht.wikipedia.org/wiki/Infection,Translate this sentence from eng to hat: Changes in Agriculture.,Chanjman nan agrikilti.
1.0565785,0.99115,0.99961,crawl-data/CC-MAIN-2017-04/segments/1484560281450.93/wet/CC-MAIN-20170116095121-00561-ip-10-171-10-70.ec2.internal.warc.wet.gz,http://healthtools.aarp.org/health/wernicke-korsakoff-syndrome,paracrawl9_philipp,_,Translate this sentence from eng to hat: produces a negative reaction.,ta pwovoke reyaksyon negatif.
1.0685866,0.99982,1.00001,crawl-data/CC-MAIN-2017-43/segments/1508187820930.11/wet/CC-MAIN-20171017072323-20171017092323-00241.warc.wet.gz,http://westmichiganchristian.com/newsletter/newsletter-archive/archive/view/listid-1-mailing-list/mailid-98-lifestyle-choices-30-october-2012/tmpl-component.html,crawl-data/CC-MAIN-2018-13/segments/1521257647706.69/wet/CC-MAIN-20180321215410-20180321235410-00212.warc.wet.gz,https://www.jw.org/ht/piblikasyon-yo/peryodik/w20150415/ansyen-f%C3%B2me-l%C3%B2t-moun-vin-kalifye/,Translate this sentence from eng to hat: Book available to make it easier to read the Bible in one year,Ankouraje moun w ap fòme a pou l li Bib la nan ennan yon fason pou l vin pi djanm nan domèn espirityèl.
1.0578322,0.99948,0.97286,crawl-data/CC-MAIN-2019-26/segments/1560627999740.32/wet/CC-MAIN-20190624211359-20190624233359-00145.warc.wet.gz,https://plus4chan.org/boards/coq/res/45777.html,crawl-data/CC-MAIN-2019-09/segments/1550247489282.7/wet/CC-MAIN-20190219000551-20190219022551-00504.warc.wet.gz,http://ayitimusic.com/nwel-trap-real-james-ft-mada-mada-x-bonitho-pifoayiti-music/,"Translate this sentence from eng to hat: And o-kay, that hand shouldn't be doing that there.",T-Do Aya - Lavi Ou Pa Ta Fèl Sa [AyitiMusic]
1.0620282,0.9994,0.99812,crawl-data/CC-MAIN-2019-51/segments/1575540496492.8/wet/CC-MAIN-20191207055244-20191207083244-00535.warc.wet.gz,https://www.stilt.com/blog/2019/08/f4-visa/,crawl-data/CC-MAIN-2017-04/segments/1484560285337.76/wet/CC-MAIN-20170116095125-00098-ip-10-171-10-70.ec2.internal.warc.wet.gz,https://socialfeed.info/feed/haiti/society/photo,"Translate this sentence from eng to hat: However, once granted, this visa will remain valid until the expiration date provided on the visa.","Si yo baw viza a, l'ap valab jiskaske paspò a ekspire."
1.0599161,0.99928,0.78742,crawl-data/CC-MAIN-2020-24/segments/1590347419056.73/wet/CC-MAIN-20200601145025-20200601175025-00364.warc.wet.gz,https://www.alpenwild.com/staticpage/why-youll-love-the-alps/,crawl-data/CC-MAIN-2019-22/segments/1558232260358.69/wet/CC-MAIN-20190527005538-20190527031538-00058.warc.wet.gz,http://cdn.cs50.net/2014/fall/lectures/9/w/lang/ht/week9w.txt?highlight,Translate this sentence from eng to hat: In the Dolomites it's Italian - with a Swiss attention to detail.,"Sa a se Tipografi, sa a se italics-- ki sòt de detay."
1.0602815,0.99995,1.00001,crawl-data/CC-MAIN-2021-10/segments/1614178373095.44/wet/CC-MAIN-20210305152710-20210305182710-00153.warc.wet.gz,https://www.chicagotribune.com/opinion/editorials/ct-editorial-lori-lightfoot-tif-reform-20190624-rjpifkwvtrcplnhin6uzc3gyje-story.html,crawl-data/CC-MAIN-2019-39/segments/1568514573258.74/wet/CC-MAIN-20190918065330-20190918091330-00514.warc.wet.gz,https://fr.scribd.com/document/392895888/Lide-Anvan-Lide,Translate this sentence from eng to hat: The city can't afford to be a participant in every new project that comes to town.,egziste yo pa ka rive resevwa tout nouvo moun sa yo ki prale vini abite lavil.
1.0825112,0.99958,1.00001,crawl-data/CC-MAIN-2019-04/segments/1547583826240.93/wet/CC-MAIN-20190122034213-20190122060213-00466.warc.wet.gz,https://icanhazkhilafah.com/restore-khilafah-now/?shared=email&msg=fail,crawl-data/CC-MAIN-2021-31/segments/1627046154089.68/wet/CC-MAIN-20210731141123-20210731171123-00136.warc.wet.gz,http://ht.lfcentury.com/news/tips-for-christmas-2020/,Translate this sentence from eng to hat: No one escapes the seasons of history.,Pa gen moun ki gen sezon fèt yo espere.
1.0718552,0.95385,0.99813,crawl-data/CC-MAIN-2019-09/segments/1550247511573.67/wet/CC-MAIN-20190221233437-20190222015437-00447.warc.wet.gz,https://www.postpoems.org/authors/diamond_wills_new_war/poem/1052713,crawl-data/CC-MAIN-2020-40/segments/1600400212959.12/wet/CC-MAIN-20200923211300-20200924001300-00660.warc.wet.gz,https://www.wikimizik.com/lyrics?song=605/T-Vice-Pedale-Konpa,"Translate this sentence from eng to hat: Pretending won't do,","Yo di konpa sa a pap mache,"
1.0678555,0.99427,1.00001,crawl-data/CC-MAIN-2017-04/segments/1484560280718.7/wet/CC-MAIN-20170116095120-00488-ip-10-171-10-70.ec2.internal.warc.wet.gz,https://www.easywebshop.com/doc/order-management,crawl-data/CC-MAIN-2021-21/segments/1620243991553.4/wet/CC-MAIN-20210510235021-20210511025021-00372.warc.wet.gz,https://blog.monkata.com/2020/04/08/vann-a-distans-an-ayiti/,Translate this sentence from eng to hat: A customer places an order.,Le yon kliyan fè yon komand.
